transaction_id,date,product,category,region,channel,quantity,unit_price,discount_pct,customer_id,subtotal,discount_amount,total_revenue,profit_margin
TXN-000032,2024-01-06 04:00:00,Laptop,Peripherals,West,Online,5,1687.52,12.37,CUST-0461,8437.6,1043.73,7393.87,17.11
TXN-000033,2024-01-06 08:00:00,Monitor,Accessories,Central,Wholesale,23,1496.34,24.14,CUST-0236,34415.82,8307.98,26107.84,14.13
TXN-000034,2024-01-06 12:00:00,Phone,Accessories,East,Wholesale,15,411.04,24.27,CUST-0034,6165.6,1496.39,4669.21,24.98
TXN-000035,2024-01-06 16:00:00,Mouse,Accessories,South,Partner,18,689.21,21.28,CUST-0172,12405.78,2639.95,9765.83,34.08
TXN-000036,2024-01-06 20:00:00,Keyboard,Accessories,East,Online,25,1933.56,7.89,CUST-0006,48339.0,3813.95,44525.05,18.36
TXN-000037,2024-01-07 00:00:00,Monitor,Electronics,Central,Wholesale,8,1192.38,24.1,CUST-0440,9539.04,2298.91,7240.13,18.29
TXN-000038,2024-01-07 04:00:00,Laptop,Accessories,West,Retail,31,1604.3,17.23,CUST-0285,49733.3,8569.05,41164.25,35.02
TXN-000039,2024-01-07 08:00:00,Laptop,Electronics,South,Partner,21,536.54,9.82,CUST-0225,11267.34,1106.45,10160.89,14.44
TXN-000040,2024-01-07 12:00:00,Tablet,Peripherals,North,Retail,2,428.01,17.54,CUST-0053,856.02,150.15,705.87,28.5
TXN-000041,2024-01-07 16:00:00,Tablet,Accessories,North,Partner,22,1569.99,0.41,CUST-0257,34539.78,141.61,34398.17,38.65
TXN-000042,2024-01-07 20:00:00,Headphones,Electronics,East,Wholesale,8,1374.89,3.65,CUST-0495,10999.12,401.47,10597.65,35.24
TXN-000043,2024-01-08 00:00:00,Phone,Accessories,West,Partner,23,1365.15,20.74,CUST-0059,31398.45,6512.04,24886.41,11.85
TXN-000044,2024-01-08 04:00:00,Webcam,Peripherals,North,Online,32,1109.74,16.14,CUST-0432,35511.68,5731.59,29780.09,19.6
TXN-000045,2024-01-08 08:00:00,Monitor,Peripherals,East,Retail,8,1131.52,9.1,CUST-0246,9052.16,823.75,8228.41,14.27
TXN-000046,2024-01-08 12:00:00,Monitor,Peripherals,Central,Online,4,1474.04,12.52,CUST-0007,5896.16,738.2,5157.96,38.48
TXN-000047,2024-01-08 16:00:00,Webcam,Accessories,East,Retail,30,547.3,22.63,CUST-0214,16419.0,3715.62,12703.38,39.58
TXN-000048,2024-01-08 20:00:00,Headphones,Accessories,East,Retail,19,712.01,15.79,CUST-0416,13528.19,2136.1,11392.09,17.05
TXN-000049,2024-01-09 00:00:00,Mouse,Electronics,East,Partner,23,1744.56,9.95,CUST-0078,40124.88,3992.43,36132.45,30.09
TXN-000050,2024-01-09 04:00:00,Mouse,Peripherals,South,Wholesale,18,624.64,3.01,CUST-0189,11243.52,338.43,10905.09,35.25
TXN-000051,2024-01-09 08:00:00,Headphones,Accessories,East,Wholesale,29,1097.16,7.34,CUST-0441,31817.64,2335.41,29482.23,17.01
TXN-000052,2024-01-09 12:00:00,Mouse,Peripherals,East,Online,23,1408.25,24.46,CUST-0307,32389.75,7922.53,24467.22,15.63
TXN-000053,2024-01-09 16:00:00,Tablet,Peripherals,South,Partner,33,1999.85,10.93,CUST-0216,65995.05,7213.26,58781.79,10.34
TXN-000054,2024-01-09 20:00:00,Monitor,Electronics,South,Wholesale,47,876.23,11.8,CUST-0403,41182.81,4859.57,36323.24,22.36
TXN-000055,2024-01-10 00:00:00,Headphones,Electronics,Central,Retail,18,861.9,12.46,CUST-0283,15514.2,1933.07,13581.13,36.98
TXN-000056,2024-01-10 04:00:00,Monitor,Electronics,West,Retail,44,1686.75,22.1,CUST-0319,74217.0,16401.96,57815.04,37.09
TXN-000057,2024-01-10 08:00:00,Webcam,Electronics,North,Partner,33,1612.95,15.1,CUST-0444,53227.35,8037.33,45190.02,13.83
TXN-000058,2024-01-10 12:00:00,Laptop,Peripherals,North,Online,7,1464.84,17.34,CUST-0061,10253.88,1778.02,8475.86,16.13
TXN-000059,2024-01-10 16:00:00,Tablet,Electronics,East,Partner,28,931.83,9.74,CUST-0061,26091.24,2541.29,23549.95,22.24
TXN-000060,2024-01-10 20:00:00,Keyboard,Electronics,Central,Online,1,654.64,0.73,CUST-0215,654.64,4.78,649.86,33.42
TXN-000061,2024-01-11 00:00:00,Tablet,Electronics,East,Partner,39,1221.37,23.27,CUST-0382,47633.43,11084.3,36549.13,28.36
TXN-000062,2024-01-11 04:00:00,Headphones,Electronics,North,Retail,34,1753.68,23.73,CUST-0045,59625.12,14149.04,45476.08,25.42
TXN-000063,2024-01-11 08:00:00,Keyboard,Peripherals,South,Partner,39,1768.72,23.73,CUST-0405,68980.08,16368.97,52611.11,27.76
TXN-000064,2024-01-11 12:00:00,Laptop,Electronics,West,Wholesale,19,225.91,23.59,CUST-0172,4292.29,1012.55,3279.74,12.89
TXN-000065,2024-01-11 16:00:00,Headphones,Peripherals,Central,Wholesale,31,862.42,20.38,CUST-0221,26735.02,5448.6,21286.42,24.33
TXN-000066,2024-01-11 20:00:00,Phone,Accessories,South,Partner,13,934.8,17.11,CUST-0385,12152.4,2079.28,10073.12,39.76
TXN-000067,2024-01-12 00:00:00,Monitor,Peripherals,West,Online,24,1955.45,21.11,CUST-0095,46930.8,9907.09,37023.71,12.65
TXN-000068,2024-01-12 04:00:00,Laptop,Peripherals,Central,Online,5,1359.22,15.01,CUST-0347,6796.1,1020.09,5776.01,25.58
TXN-000069,2024-01-12 08:00:00,Monitor,Electronics,Central,Retail,23,820.42,3.36,CUST-0044,18869.66,634.02,18235.64,18.87
TXN-000070,2024-01-12 12:00:00,Mouse,Accessories,North,Retail,19,61.86,9.78,CUST-0228,1175.34,114.95,1060.39,26.2
TXN-000071,2024-01-12 16:00:00,Phone,Accessories,South,Online,1,1135.12,24.28,CUST-0062,1135.12,275.61,859.51,27.21
TXN-000072,2024-01-12 20:00:00,Phone,Accessories,Central,Partner,33,201.19,8.78,CUST-0317,6639.27,582.93,6056.34,27.32
TXN-000073,2024-01-13 00:00:00,Laptop,Accessories,Central,Retail,33,1670.56,21.7,CUST-0219,55128.48,11962.88,43165.6,35.57
TXN-000074,2024-01-13 04:00:00,Phone,Peripherals,West,Online,32,1507.51,2.33,CUST-0335,48240.32,1124.0,47116.32,21.69
TXN-000075,2024-01-13 08:00:00,Keyboard,Accessories,North,Online,28,926.41,8.35,CUST-0089,25939.48,2165.95,23773.53,25.49
TXN-000076,2024-01-13 12:00:00,Phone,Peripherals,East,Partner,37,864.13,8.77,CUST-0112,31972.81,2804.02,29168.79,10.33
TXN-000077,2024-01-13 16:00:00,Monitor,Peripherals,North,Wholesale,41,1795.7,1.29,CUST-0207,73623.7,949.75,72673.95,33.69
TXN-000078,2024-01-13 20:00:00,Monitor,Peripherals,East,Online,12,584.03,2.98,CUST-0488,7008.36,208.85,6799.51,17.78
TXN-000079,2024-01-14 00:00:00,Headphones,Accessories,South,Retail,9,505.55,4.83,CUST-0467,4549.95,219.76,4330.19,34.5
TXN-000080,2024-01-14 04:00:00,Monitor,Electronics,South,Partner,11,1879.0,20.95,CUST-0367,20669.0,4330.16,16338.84,17.97
TXN-000081,2024-01-14 08:00:00,Headphones,Electronics,Central,Partner,33,1620.4,1.59,CUST-0306,53473.2,850.22,52622.98,10.32
TXN-000082,2024-01-14 12:00:00,Monitor,Accessories,South,Partner,19,1643.04,7.47,CUST-0203,31217.76,2331.97,28885.79,14.64
TXN-000083,2024-01-14 16:00:00,Keyboard,Electronics,Central,Wholesale,42,398.44,0.25,CUST-0297,16734.48,41.84,16692.64,39.57
TXN-000084,2024-01-14 20:00:00,Webcam,Electronics,North,Wholesale,34,295.16,17.39,CUST-0033,10035.44,1745.16,8290.28,19.59
TXN-000085,2024-01-15 00:00:00,Headphones,Peripherals,South,Retail,7,61.8,15.51,CUST-0489,432.6,67.1,365.5,13.26
TXN-000086,2024-01-15 04:00:00,Tablet,Peripherals,North,Retail,31,481.71,16.12,CUST-0215,14933.01,2407.2,12525.81,13.56
TXN-000087,2024-01-15 08:00:00,Mouse,Accessories,North,Partner,2,1550.64,9.36,CUST-0012,3101.28,290.28,2811.0,19.31
TXN-000088,2024-01-15 12:00:00,Laptop,Accessories,South,Retail,19,487.68,5.21,CUST-0002,9265.92,482.75,8783.17,11.13
TXN-000089,2024-01-15 16:00:00,Monitor,Electronics,North,Online,38,1460.92,18.01,CUST-0363,55514.96,9998.24,45516.72,25.34
TXN-000090,2024-01-15 20:00:00,Phone,Peripherals,South,Wholesale,32,511.3,20.28,CUST-0149,16361.6,3318.13,13043.47,16.41
TXN-000091,2024-01-16 00:00:00,Webcam,Accessories,South,Partner,10,796.63,3.47,CUST-0142,7966.3,276.43,7689.87,25.58
TXN-000092,2024-01-16 04:00:00,Monitor,Accessories,South,Partner,41,1966.49,12.17,CUST-0290,80626.09,9812.2,70813.89,14.22
TXN-000093,2024-01-16 08:00:00,Phone,Accessories,East,Online,8,497.18,6.22,CUST-0207,3977.44,247.4,3730.04,22.9
TXN-000094,2024-01-16 12:00:00,Mouse,Accessories,North,Online,26,758.98,4.2,CUST-0341,19733.48,828.81,18904.67,27.94
TXN-000095,2024-01-16 16:00:00,Mouse,Accessories,West,Online,30,609.16,18.36,CUST-0192,18274.8,3355.25,14919.55,11.86
TXN-000096,2024-01-16 20:00:00,Mouse,Accessories,South,Online,11,228.15,13.45,CUST-0407,2509.65,337.55,2172.1,21.96
TXN-000097,2024-01-17 00:00:00,Phone,Electronics,North,Partner,41,984.89,5.4,CUST-0341,40380.49,2180.55,38199.94,19.08
TXN-000098,2024-01-17 04:00:00,Monitor,Peripherals,Central,Wholesale,20,763.59,7.75,CUST-0306,15271.8,1183.56,14088.24,17.21
TXN-000099,2024-01-17 08:00:00,Mouse,Peripherals,South,Wholesale,20,1392.83,24.17,CUST-0398,27856.6,6732.94,21123.66,28.14
TXN-000100,2024-01-17 12:00:00,Keyboard,Accessories,South,Online,9,1637.01,21.22,CUST-0469,14733.09,3126.36,11606.73,27.66
TXN-000101,2024-01-17 16:00:00,Headphones,Peripherals,West,Retail,8,1093.06,22.0,CUST-0252,8744.48,1923.79,6820.69,28.92
TXN-000102,2024-01-17 20:00:00,Phone,Peripherals,East,Partner,15,74.07,11.5,CUST-0204,1111.05,127.77,983.28,14.77
TXN-000103,2024-01-18 00:00:00,Phone,Peripherals,East,Wholesale,34,1241.66,15.6,CUST-0362,42216.44,6585.76,35630.68,18.57
TXN-000104,2024-01-18 04:00:00,Monitor,Accessories,South,Online,24,120.23,9.42,CUST-0046,2885.52,271.82,2613.7,16.29
TXN-000105,2024-01-18 08:00:00,Phone,Accessories,North,Retail,33,1236.55,1.94,CUST-0374,40806.15,791.64,40014.51,26.22
TXN-000106,2024-01-18 12:00:00,Phone,Peripherals,Central,Retail,41,1373.21,10.03,CUST-0495,56301.61,5647.05,50654.56,23.83
TXN-000107,2024-01-18 16:00:00,Mouse,Peripherals,Central,Online,41,403.56,14.85,CUST-0261,16545.96,2457.08,14088.88,19.91
TXN-000108,2024-01-18 20:00:00,Monitor,Accessories,North,Partner,45,1640.5,7.18,CUST-0066,73822.5,5300.46,68522.04,33.58
TXN-000109,2024-01-19 00:00:00,Mouse,Electronics,South,Wholesale,40,1823.06,21.2,CUST-0150,72922.4,15459.55,57462.85,12.82
TXN-000110,2024-01-19 04:00:00,Headphones,Peripherals,Central,Retail,27,1628.04,3.78,CUST-0070,43957.08,1661.58,42295.5,39.25
TXN-000111,2024-01-19 08:00:00,Webcam,Electronics,East,Wholesale,21,617.17,,CUST-0364,12960.57,1189.78,11770.79,13.5
TXN-000112,2024-01-19 12:00:00,Headphones,Peripherals,North,Wholesale,5,1177.42,3.12,CUST-0002,5887.1,183.68,5703.42,33.19
TXN-000113,2024-01-19 16:00:00,Webcam,Electronics,West,Retail,35,1830.48,10.12,CUST-0029,64066.8,6483.56,57583.24,21.05
TXN-000114,2024-01-19 20:00:00,Mouse,Electronics,South,Online,21,648.12,0.99,CUST-0256,13610.52,134.74,13475.78,35.96
TXN-000115,2024-01-20 00:00:00,Headphones,Electronics,North,Retail,4,1641.86,6.81,CUST-0061,6567.44,447.24,6120.2,12.23
TXN-000116,2024-01-20 04:00:00,Monitor,Accessories,Central,Retail,49,28.86,10.02,CUST-0100,1414.14,141.7,1272.44,21.24
TXN-000117,2024-01-20 08:00:00,Laptop,Electronics,South,Partner,48,17.26,11.95,CUST-0384,828.48,99.0,729.48,20.06
TXN-000118,2024-01-20 12:00:00,Mouse,Electronics,East,Wholesale,16,1521.83,13.59,CUST-0455,24349.28,3309.07,21040.21,39.79
TXN-000119,2024-01-20 16:00:00,Webcam,Electronics,South,Online,31,1525.28,6.87,CUST-0144,47283.68,3248.39,44035.29,39.57
TXN-000120,2024-01-20 20:00:00,Keyboard,Peripherals,South,Wholesale,26,1580.06,13.08,CUST-0192,41081.56,5373.47,35708.09,15.69
TXN-000121,2024-01-21 00:00:00,Webcam,Electronics,East,Retail,35,1860.75,12.73,CUST-0353,65126.25,8290.57,56835.68,28.9
TXN-000122,2024-01-21 04:00:00,Keyboard,Peripherals,East,Online,6,244.63,7.9,CUST-0353,1467.78,115.95,1351.83,26.07
TXN-000123,2024-01-21 08:00:00,Phone,Electronics,South,Online,33,471.65,20.76,CUST-0270,15564.45,3231.18,12333.27,14.63
TXN-000124,2024-01-21 12:00:00,Headphones,Electronics,East,Online,21,1808.41,13.64,CUST-0299,37976.61,5180.01,32796.6,15.03
TXN-000125,2024-01-21 16:00:00,Keyboard,Accessories,North,Online,16,362.7,8.31,CUST-0460,5803.2,482.25,5320.95,39.68
TXN-000126,2024-01-21 20:00:00,Webcam,Peripherals,East,Partner,47,1367.64,23.68,CUST-0427,64279.08,15221.29,49057.79,23.58
TXN-000127,2024-01-22 00:00:00,Phone,Electronics,East,Online,39,1065.62,21.13,CUST-0326,41559.18,8781.45,32777.73,13.77
TXN-000128,2024-01-22 04:00:00,Laptop,Peripherals,South,Retail,34,175.56,24.56,CUST-0311,5969.04,1466.0,4503.04,16.44
TXN-000129,2024-01-22 08:00:00,Monitor,Peripherals,North,Partner,42,577.67,17.31,CUST-0204,24262.14,4199.78,20062.36,18.05
TXN-000130,2024-01-22 12:00:00,Monitor,Accessories,West,Retail,15,1045.54,9.46,CUST-0245,15683.1,1483.62,14199.48,25.33
TXN-000131,2024-01-22 16:00:00,Monitor,Accessories,West,Retail,6,1706.18,7.02,CUST-0031,10237.08,718.64,9518.44,20.07
TXN-000132,2024-01-22 20:00:00,Keyboard,Accessories,Central,Wholesale,2,1418.0,16.58,CUST-0332,2836.0,470.21,2365.79,23.65
TXN-000133,2024-01-23 00:00:00,Laptop,Accessories,East,Online,24,1247.55,24.52,CUST-0458,29941.2,7341.58,22599.62,14.99
TXN-000134,2024-01-23 04:00:00,Keyboard,Accessories,East,Online,49,997.11,15.67,CUST-0424,48858.39,7656.11,41202.28,19.8
TXN-000135,2024-01-23 08:00:00,Headphones,Accessories,North,Retail,28,604.38,22.04,CUST-0411,16922.64,3729.75,13192.89,12.11
TXN-000136,2024-01-23 12:00:00,Keyboard,Accessories,West,Online,1,247.3,8.23,CUST-0052,247.3,20.35,226.95,36.69
TXN-000137,2024-01-23 16:00:00,Laptop,Accessories,Central,Partner,1,824.06,10.17,CUST-0384,824.06,83.81,740.25,15.96
TXN-000138,2024-01-23 20:00:00,Laptop,Electronics,North,Wholesale,28,66.75,22.66,CUST-0243,1869.0,423.52,1445.48,32.71
TXN-000139,2024-01-24 00:00:00,Headphones,Peripherals,East,Online,36,430.0,18.92,CUST-0263,15480.0,2928.82,12551.18,20.49
TXN-000140,2024-01-24 04:00:00,Laptop,Accessories,West,Online,20,870.64,24.54,CUST-0174,17412.8,4273.1,13139.7,24.23
TXN-000141,2024-01-24 08:00:00,Webcam,Accessories,Central,Partner,48,843.02,19.37,CUST-0100,40464.96,7838.06,32626.9,18.74
TXN-000142,2024-01-24 12:00:00,Laptop,Peripherals,South,Wholesale,8,98.15,11.21,CUST-0417,785.2,88.02,697.18,30.89
TXN-000143,2024-01-24 16:00:00,Monitor,Electronics,West,Partner,1,1182.23,13.28,CUST-0475,1182.23,157.0,1025.23,35.34
TXN-000144,2024-01-24 20:00:00,Webcam,Peripherals,Central,Retail,26,1103.87,22.51,CUST-0392,28700.62,6460.51,22240.11,18.59
TXN-000145,2024-01-25 00:00:00,Webcam,Peripherals,North,Retail,43,165.43,13.79,CUST-0389,7113.49,980.95,6132.54,17.27
TXN-000146,2024-01-25 04:00:00,Headphones,Accessories,South,Online,49,1886.89,6.38,CUST-0061,92457.61,5898.8,86558.81,30.44
TXN-000147,2024-01-25 08:00:00,Tablet,Peripherals,Central,Wholesale,25,207.77,10.89,CUST-0456,5194.25,565.65,4628.6,15.85
TXN-000148,2024-01-25 12:00:00,Tablet,Peripherals,Central,Retail,10,1711.12,12.91,CUST-0360,17111.2,2209.06,14902.14,29.2
TXN-000149,2024-01-25 16:00:00,Laptop,Accessories,East,Partner,12,10.62,2.42,CUST-0188,127.44,3.08,124.36,12.83
TXN-000150,2024-01-25 20:00:00,Webcam,Accessories,West,Retail,41,1765.74,18.59,CUST-0469,72395.34,13458.29,58937.05,28.6
TXN-000151,2024-01-26 00:00:00,Tablet,Accessories,East,Retail,7,49.24,2.73,CUST-0408,344.68,9.41,335.27,25.4
TXN-000152,2024-01-26 04:00:00,Tablet,Accessories,South,Partner,12,1518.05,10.12,CUST-0007,18216.6,1843.52,16373.08,13.42
TXN-000153,2024-01-26 08:00:00,Laptop,Peripherals,Central,Online,47,729.76,20.12,CUST-0189,34298.72,6900.9,27397.82,29.47
TXN-000154,2024-01-26 12:00:00,Tablet,Peripherals,East,Wholesale,40,1479.05,11.69,CUST-0083,59162.0,6916.04,52245.96,23.4
TXN-000155,2024-01-26 16:00:00,Keyboard,Electronics,West,Online,17,809.47,21.05,CUST-0351,13760.99,2896.69,10864.3,16.51
TXN-000156,2024-01-26 20:00:00,Phone,Electronics,South,Partner,5,151.11,8.55,CUST-0420,755.55,64.6,690.95,20.6
TXN-000157,2024-01-27 00:00:00,Headphones,Peripherals,North,Retail,14,1537.34,23.94,CUST-0283,21522.76,5152.55,16370.21,24.76
TXN-000158,2024-01-27 04:00:00,Phone,Electronics,East,Wholesale,34,151.79,5.24,CUST-0124,5160.86,270.43,4890.43,12.75
TXN-000159,2024-01-27 08:00:00,Laptop,Peripherals,South,Online,48,1845.02,0.96,CUST-0157,88560.96,850.19,87710.77,38.73
TXN-000160,2024-01-27 12:00:00,Monitor,Electronics,North,Partner,17,111.44,,CUST-0087,1894.48,413.19,1481.29,29.97
TXN-000161,2024-01-27 16:00:00,Headphones,Accessories,East,Retail,35,963.86,18.81,CUST-0148,33735.1,6345.57,27389.53,13.08
TXN-000162,2024-01-27 20:00:00,Laptop,Electronics,South,Retail,1,1448.84,5.8,CUST-0070,1448.84,84.03,1364.81,34.69
TXN-000163,2024-01-28 00:00:00,Webcam,Accessories,South,Online,36,792.56,24.62,CUST-0460,28532.16,7024.62,21507.54,19.68
TXN-000164,2024-01-28 04:00:00,Monitor,Accessories,East,Partner,15,442.29,12.56,CUST-0370,6634.35,833.27,5801.08,27.9
TXN-000165,2024-01-28 08:00:00,Phone,Accessories,South,Retail,19,1520.59,23.78,CUST-0076,28891.21,6870.33,22020.88,18.31
TXN-000166,2024-01-28 12:00:00,Laptop,Accessories,Central,Retail,42,1570.75,12.63,CUST-0114,65971.5,8332.2,57639.3,32.0
TXN-000167,2024-01-28 16:00:00,Webcam,Electronics,East,Wholesale,5,1846.16,11.8,CUST-0003,9230.8,1089.23,8141.57,31.69
TXN-000168,2024-01-28 20:00:00,Headphones,Peripherals,South,Retail,19,758.57,11.23,CUST-0234,14412.83,1618.56,12794.27,26.56
TXN-000169,2024-01-29 00:00:00,Headphones,Accessories,North,Online,43,1017.44,8.37,CUST-0167,43749.92,3661.87,40088.05,17.23
TXN-000170,2024-01-29 04:00:00,Mouse,Electronics,North,Partner,39,732.63,13.34,CUST-0099,28572.57,3811.58,24760.99,17.61
TXN-000171,2024-01-29 08:00:00,Webcam,Accessories,Central,Partner,5,521.59,11.31,CUST-0124,2607.95,294.96,2312.99,21.49
TXN-000172,2024-01-29 12:00:00,Keyboard,Electronics,East,Wholesale,12,1504.56,0.92,CUST-0467,18054.72,166.1,17888.62,14.35
TXN-000173,2024-01-29 16:00:00,Tablet,Electronics,South,Partner,19,685.91,6.51,CUST-0045,13032.29,848.4,12183.89,20.13
TXN-000174,2024-01-29 20:00:00,Monitor,Electronics,South,Online,47,862.02,5.33,CUST-0382,40514.94,2159.45,38355.49,30.53
TXN-000175,2024-01-30 00:00:00,Webcam,Peripherals,North,Retail,12,813.31,21.69,CUST-0324,9759.72,2116.88,7642.84,34.93
TXN-000176,2024-01-30 04:00:00,Mouse,Electronics,Central,Wholesale,36,1428.2,14.97,CUST-0287,51415.2,7696.86,43718.34,19.98
TXN-000177,2024-01-30 08:00:00,Tablet,Electronics,North,Partner,12,1836.41,19.09,CUST-0106,22036.92,4206.85,17830.07,17.01
TXN-000178,2024-01-30 12:00:00,Tablet,Peripherals,North,Wholesale,18,1336.84,23.92,CUST-0294,24063.12,5755.9,18307.22,34.98
TXN-000179,2024-01-30 16:00:00,Laptop,Peripherals,Central,Wholesale,49,948.45,16.1,CUST-0481,46474.05,7482.32,38991.73,36.72
TXN-000180,2024-01-30 20:00:00,Tablet,Electronics,East,Partner,48,1560.62,24.57,CUST-0134,74909.76,18405.33,56504.43,22.3
TXN-000181,2024-01-31 00:00:00,Keyboard,Peripherals,South,Wholesale,43,1285.53,7.79,CUST-0008,55277.79,4306.14,50971.65,10.81
TXN-000182,2024-01-31 04:00:00,Headphones,Accessories,East,Partner,34,130.61,4.66,CUST-0028,4440.74,206.94,4233.8,30.85
TXN-000183,2024-01-31 08:00:00,Mouse,Accessories,West,Online,48,200.37,10.08,CUST-0271,9617.76,969.47,8648.29,33.52
TXN-000184,2024-01-31 12:00:00,Tablet,Peripherals,West,Partner,33,85.45,11.77,CUST-0223,2819.85,331.9,2487.95,10.54
TXN-000185,2024-01-31 16:00:00,Laptop,Peripherals,West,Retail,49,919.06,22.38,CUST-0008,45033.94,10078.6,34955.34,27.85
TXN-000186,2024-01-31 20:00:00,Keyboard,Electronics,Central,Partner,18,1653.45,14.0,CUST-0310,29762.1,4166.69,25595.41,27.65
TXN-000187,2024-02-01 00:00:00,Phone,Peripherals,North,Retail,29,633.04,7.3,CUST-0134,18358.16,1340.15,17018.01,21.36
TXN-000188,2024-02-01 04:00:00,Headphones,Electronics,East,Wholesale,45,774.48,18.57,CUST-0029,34851.6,6471.94,28379.66,32.49
TXN-000189,2024-02-01 08:00:00,Headphones,Accessories,South,Partner,5,1819.86,12.65,CUST-0115,9099.3,1151.06,7948.24,22.85
TXN-000190,2024-02-01 12:00:00,Mouse,Peripherals,West,Retail,25,1675.44,4.05,CUST-0494,41886.0,1696.38,40189.62,30.3
TXN-000191,2024-02-01 16:00:00,Headphones,Electronics,East,Partner,24,1333.45,14.42,CUST-0034,32002.8,4614.8,27388.0,25.51
