transaction_id,date,product,category,region,channel,quantity,unit_price,discount_pct,customer_id,subtotal,discount_amount,total_revenue,profit_margin
TXN-000036,2024-01-06 20:00:00,Keyboard,Peripherals,East,Online,46,1404.73,9.07,CUST-0455,64617.58,5860.81,58756.77,25.42
TXN-000037,2024-01-07 00:00:00,Monitor,Electronics,South,Wholesale,44,416.01,13.67,CUST-0232,18304.44,2502.22,15802.22,28.17
TXN-000038,2024-01-07 04:00:00,Laptop,Accessories,South,Partner,21,1311.45,21.0,CUST-0289,27540.45,5783.49,21756.96,28.96
TXN-000039,2024-01-07 08:00:00,Laptop,Peripherals,East,Partner,44,1638.56,3.19,CUST-0213,72096.64,2299.88,69796.76,25.81
TXN-000040,2024-01-07 12:00:00,Tablet,Peripherals,Central,Wholesale,11,109.54,20.01,CUST-0258,1204.94,241.11,963.83,27.48
TXN-000041,2024-01-07 16:00:00,Tablet,Electronics,South,Partner,39,1823.93,21.58,CUST-0018,71133.27,15350.56,55782.71,30.51
TXN-000042,2024-01-07 20:00:00,Headphones,Electronics,West,Online,4,68.71,3.77,CUST-0175,274.84,10.36,264.48,32.59
TXN-000043,2024-01-08 00:00:00,Phone,Electronics,South,Partner,1,718.38,21.29,CUST-0417,718.38,152.94,565.44,31.82
TXN-000044,2024-01-08 04:00:00,Webcam,Accessories,Central,Retail,28,41.47,24.79,CUST-0229,1161.16,287.85,873.31,36.09
TXN-000045,2024-01-08 08:00:00,Monitor,Electronics,Central,Wholesale,24,163.52,,CUST-0226,3924.48,713.08,3211.4,15.68
TXN-000046,2024-01-08 12:00:00,Monitor,Peripherals,West,Online,35,1823.22,19.62,CUST-0084,63812.7,12520.05,51292.65,22.03
TXN-000047,2024-01-08 16:00:00,Webcam,Peripherals,South,Wholesale,13,716.17,24.86,CUST-0291,9310.21,2314.52,6995.69,38.43
TXN-000048,2024-01-08 20:00:00,Headphones,Electronics,Central,Online,47,855.3,15.14,CUST-0435,40199.1,6086.14,34112.96,21.9
TXN-000049,2024-01-09 00:00:00,Mouse,Electronics,East,Retail,34,438.54,7.7,CUST-0370,14910.36,1148.1,13762.26,13.75
TXN-000050,2024-01-09 04:00:00,Mouse,Peripherals,North,Wholesale,11,1198.22,20.94,CUST-0246,13180.42,2759.98,10420.44,25.76
TXN-000051,2024-01-09 08:00:00,Headphones,Accessories,North,Partner,36,1193.66,15.36,CUST-0402,42971.76,6600.46,36371.3,13.28
TXN-000052,2024-01-09 12:00:00,Mouse,Electronics,North,Online,17,750.68,14.53,CUST-0110,12761.56,1854.25,10907.31,16.09
TXN-000053,2024-01-09 16:00:00,Tablet,Electronics,South,Wholesale,35,672.74,6.34,CUST-0254,23545.9,1492.81,22053.09,39.95
TXN-000054,2024-01-09 20:00:00,Monitor,Peripherals,West,Partner,18,1771.08,18.91,CUST-0088,31879.44,6028.4,25851.04,26.24
TXN-000055,2024-01-10 00:00:00,Headphones,Electronics,Central,Wholesale,40,772.74,2.04,CUST-0072,30909.6,630.56,30279.04,18.52
TXN-000056,2024-01-10 04:00:00,Monitor,Accessories,East,Wholesale,22,992.07,23.11,CUST-0381,21825.54,5043.88,16781.66,39.84
TXN-000057,2024-01-10 08:00:00,Webcam,Peripherals,East,Wholesale,24,573.78,8.15,CUST-0030,13770.72,1122.31,12648.41,39.0
TXN-000058,2024-01-10 12:00:00,Laptop,Electronics,South,Online,19,1575.67,3.19,CUST-0172,29937.73,955.01,28982.72,23.22
TXN-000059,2024-01-10 16:00:00,Tablet,Peripherals,North,Partner,37,800.92,11.06,CUST-0309,29634.04,3277.52,26356.52,17.81
TXN-000060,2024-01-10 20:00:00,Keyboard,Electronics,South,Retail,39,1032.09,1.06,CUST-0394,40251.51,426.67,39824.84,35.15
TXN-000061,2024-01-11 00:00:00,Tablet,Electronics,West,Online,21,514.18,17.12,CUST-0343,10797.78,1848.58,8949.2,31.47
TXN-000062,2024-01-11 04:00:00,Headphones,Electronics,West,Online,8,1975.44,22.57,CUST-0436,15803.52,3566.85,12236.67,30.61
TXN-000063,2024-01-11 08:00:00,Keyboard,Accessories,Central,Online,28,590.08,20.93,CUST-0177,16522.24,3458.1,13064.14,36.79
TXN-000064,2024-01-11 12:00:00,Laptop,Accessories,Central,Retail,5,1543.78,3.18,CUST-0139,7718.9,245.46,7473.44,30.68
TXN-000065,2024-01-11 16:00:00,Headphones,Peripherals,West,Partner,17,860.72,3.16,CUST-0194,14632.24,462.38,14169.86,18.51
TXN-000066,2024-01-11 20:00:00,Phone,Electronics,West,Partner,37,420.37,20.34,CUST-0186,15553.69,3163.62,12390.07,30.82
TXN-000067,2024-01-12 00:00:00,Monitor,Electronics,West,Partner,36,1601.44,23.11,CUST-0218,57651.84,13323.34,44328.5,19.17
TXN-000068,2024-01-12 04:00:00,Laptop,Accessories,South,Wholesale,19,673.88,11.52,CUST-0164,12803.72,1474.99,11328.73,32.78
TXN-000069,2024-01-12 08:00:00,Monitor,Electronics,West,Wholesale,27,1731.73,12.47,CUST-0161,46756.71,5830.56,40926.15,28.59
TXN-000070,2024-01-12 12:00:00,Mouse,Accessories,East,Wholesale,34,1831.36,7.96,CUST-0431,62266.24,4956.39,57309.85,12.32
TXN-000071,2024-01-12 16:00:00,Phone,Electronics,North,Retail,11,1721.05,22.36,CUST-0013,18931.55,4233.09,14698.46,25.39
TXN-000072,2024-01-12 20:00:00,Phone,Peripherals,West,Wholesale,45,79.67,16.12,CUST-0296,3585.15,577.93,3007.22,20.3
TXN-000073,2024-01-13 00:00:00,Laptop,Electronics,North,Retail,47,1576.87,7.21,CUST-0089,74112.89,5343.54,68769.35,19.86
TXN-000074,2024-01-13 04:00:00,Phone,Electronics,South,Partner,12,828.57,7.47,CUST-0324,9942.84,742.73,9200.11,28.07
TXN-000075,2024-01-13 08:00:00,Keyboard,Accessories,North,Wholesale,21,1748.71,22.28,CUST-0042,36722.91,8181.86,28541.05,19.67
TXN-000076,2024-01-13 12:00:00,Phone,Electronics,South,Wholesale,11,1279.53,0.34,CUST-0403,14074.83,47.85,14026.98,33.31
TXN-000077,2024-01-13 16:00:00,Monitor,Electronics,East,Online,39,1668.95,8.07,CUST-0210,65089.05,5252.69,59836.36,12.12
TXN-000078,2024-01-13 20:00:00,Monitor,Accessories,South,Retail,28,1003.87,13.86,CUST-0229,28108.36,3895.82,24212.54,29.81
TXN-000079,2024-01-14 00:00:00,Headphones,Peripherals,South,Partner,5,1074.7,3.71,CUST-0350,5373.5,199.36,5174.14,34.28
TXN-000080,2024-01-14 04:00:00,Monitor,Peripherals,Central,Online,17,297.33,2.3,CUST-0275,5054.61,116.26,4938.35,30.18
TXN-000081,2024-01-14 08:00:00,Headphones,Accessories,West,Online,20,1570.13,20.38,CUST-0442,31402.6,6399.85,25002.75,24.92
TXN-000082,2024-01-14 12:00:00,Monitor,Accessories,West,Partner,41,844.59,22.36,CUST-0279,34628.19,7742.86,26885.33,38.51
TXN-000083,2024-01-14 16:00:00,Keyboard,Accessories,East,Online,46,1005.16,20.59,CUST-0251,46237.36,9520.27,36717.09,19.0
TXN-000084,2024-01-14 20:00:00,Webcam,Accessories,East,Retail,12,1572.34,22.47,CUST-0310,18868.08,4239.66,14628.42,10.58
TXN-000085,2024-01-15 00:00:00,Headphones,Accessories,West,Retail,6,1201.7,13.83,CUST-0208,7210.2,997.17,6213.03,22.96
TXN-000086,2024-01-15 04:00:00,Tablet,Peripherals,Central,Wholesale,17,410.19,20.31,CUST-0321,6973.23,1416.26,5556.97,10.99
TXN-000087,2024-01-15 08:00:00,Mouse,Peripherals,West,Online,19,1184.56,9.6,CUST-0140,22506.64,2160.64,20346.0,38.62
TXN-000088,2024-01-15 12:00:00,Laptop,Accessories,Central,Wholesale,26,821.19,16.66,CUST-0280,21350.94,3557.07,17793.87,16.3
TXN-000089,2024-01-15 16:00:00,Monitor,Electronics,East,Online,48,944.36,24.72,CUST-0034,45329.28,11205.4,34123.88,33.67
TXN-000090,2024-01-15 20:00:00,Phone,Accessories,North,Retail,44,66.34,5.64,CUST-0309,2918.96,164.63,2754.33,33.24
TXN-000091,2024-01-16 00:00:00,Webcam,Electronics,East,Retail,44,427.96,9.75,CUST-0392,18830.24,1835.95,16994.29,16.53
TXN-000092,2024-01-16 04:00:00,Monitor,Accessories,East,Retail,32,569.27,12.0,CUST-0018,18216.64,2186.0,16030.64,28.64
TXN-000093,2024-01-16 08:00:00,Phone,Accessories,South,Online,6,1428.79,3.45,CUST-0057,8572.74,295.76,8276.98,11.44
TXN-000094,2024-01-16 12:00:00,Mouse,Peripherals,South,Retail,36,32.87,2.03,CUST-0112,1183.32,24.02,1159.3,24.51
TXN-000095,2024-01-16 16:00:00,Mouse,Electronics,South,Online,38,823.47,20.74,CUST-0005,31291.86,6489.93,24801.93,10.44
TXN-000096,2024-01-16 20:00:00,Mouse,Electronics,South,Wholesale,11,1848.81,24.42,CUST-0410,20336.91,4966.27,15370.64,37.63
TXN-000097,2024-01-17 00:00:00,Phone,Peripherals,Central,Online,33,232.64,10.12,CUST-0414,7677.12,776.92,6900.2,39.28
TXN-000098,2024-01-17 04:00:00,Monitor,Peripherals,West,Wholesale,24,1037.68,2.19,CUST-0182,24904.32,545.4,24358.92,16.67
TXN-000099,2024-01-17 08:00:00,Mouse,Peripherals,North,Online,23,1575.18,1.65,CUST-0013,36229.14,597.78,35631.36,16.24
TXN-000100,2024-01-17 12:00:00,Keyboard,Peripherals,East,Wholesale,15,1885.64,22.28,CUST-0339,28284.6,6301.81,21982.79,32.61
TXN-000101,2024-01-17 16:00:00,Headphones,Electronics,Central,Retail,27,1496.09,11.6,CUST-0285,40394.43,4685.75,35708.68,17.6
TXN-000102,2024-01-17 20:00:00,Phone,Electronics,North,Wholesale,11,1443.93,8.0,CUST-0259,15883.23,1270.66,14612.57,36.85
TXN-000103,2024-01-18 00:00:00,Phone,Accessories,Central,Retail,17,1654.71,11.91,CUST-0090,28130.07,3350.29,24779.78,27.22
TXN-000104,2024-01-18 04:00:00,Monitor,Accessories,Central,Retail,14,897.94,7.96,CUST-0104,12571.16,1000.66,11570.5,20.52
TXN-000105,2024-01-18 08:00:00,Phone,Peripherals,East,Wholesale,27,1613.63,12.23,CUST-0379,43568.01,5328.37,38239.64,34.98
TXN-000106,2024-01-18 12:00:00,Phone,Peripherals,West,Online,18,25.85,21.49,CUST-0186,465.3,99.99,365.31,24.8
TXN-000107,2024-01-18 16:00:00,Mouse,Peripherals,South,Online,28,1849.88,14.81,CUST-0250,51796.64,7671.08,44125.56,37.35
TXN-000108,2024-01-18 20:00:00,Monitor,Accessories,West,Partner,47,892.18,17.37,CUST-0255,41932.46,7283.67,34648.79,37.84
TXN-000109,2024-01-19 00:00:00,Mouse,Accessories,East,Online,47,1111.23,9.12,CUST-0076,52227.81,4763.18,47464.63,14.96
TXN-000110,2024-01-19 04:00:00,Headphones,Accessories,East,Partner,4,517.22,18.46,CUST-0386,2068.88,381.92,1686.96,10.07
TXN-000111,2024-01-19 08:00:00,Webcam,Accessories,East,Online,7,1487.64,16.67,CUST-0459,10413.48,1735.93,8677.55,39.52
TXN-000112,2024-01-19 12:00:00,Headphones,Accessories,North,Online,45,162.51,2.99,CUST-0108,7312.95,218.66,7094.29,37.18
TXN-000113,2024-01-19 16:00:00,Webcam,Accessories,West,Retail,35,1746.55,14.32,CUST-0156,61129.25,8753.71,52375.54,11.66
TXN-000114,2024-01-19 20:00:00,Mouse,Accessories,West,Partner,48,1657.95,6.42,CUST-0082,79581.6,5109.14,74472.46,34.99
TXN-000115,2024-01-20 00:00:00,Headphones,Peripherals,Central,Online,9,439.96,20.1,CUST-0077,3959.64,795.89,3163.75,23.73
TXN-000116,2024-01-20 04:00:00,Monitor,Peripherals,Central,Partner,8,1620.56,10.65,CUST-0485,12964.48,1380.72,11583.76,17.77
TXN-000117,2024-01-20 08:00:00,Laptop,Peripherals,Central,Retail,45,1574.85,,CUST-0470,70868.25,17624.93,53243.32,36.36
TXN-000118,2024-01-20 12:00:00,Mouse,Peripherals,East,Retail,17,1268.11,2.31,CUST-0460,21557.87,497.99,21059.88,15.9
TXN-000119,2024-01-20 16:00:00,Webcam,Accessories,West,Partner,17,753.31,19.51,CUST-0258,12806.27,2498.5,10307.77,38.42
TXN-000120,2024-01-20 20:00:00,Keyboard,Electronics,East,Retail,49,550.28,16.84,CUST-0127,26963.72,4540.69,22423.03,16.17
TXN-000121,2024-01-21 00:00:00,Webcam,Accessories,North,Wholesale,33,471.25,19.19,CUST-0485,15551.25,2984.28,12566.97,28.41
TXN-000122,2024-01-21 04:00:00,Keyboard,Electronics,Central,Wholesale,32,644.03,7.69,CUST-0391,20608.96,1584.83,19024.13,16.69
TXN-000123,2024-01-21 08:00:00,Phone,Peripherals,East,Retail,8,1808.08,12.3,CUST-0282,14464.64,1779.15,12685.49,26.37
TXN-000124,2024-01-21 12:00:00,Headphones,Accessories,East,Wholesale,19,164.51,19.91,CUST-0474,3125.69,622.32,2503.37,30.52
TXN-000125,2024-01-21 16:00:00,Keyboard,Peripherals,North,Online,38,1659.45,5.81,CUST-0088,63059.1,3663.73,59395.37,15.71
TXN-000126,2024-01-21 20:00:00,Webcam,Accessories,South,Partner,3,704.29,5.65,CUST-0204,2112.87,119.38,1993.49,25.63
TXN-000127,2024-01-22 00:00:00,Phone,Peripherals,West,Online,5,1047.98,13.78,CUST-0016,5239.9,722.06,4517.84,24.07
TXN-000128,2024-01-22 04:00:00,Laptop,Electronics,South,Partner,13,1591.03,13.09,CUST-0151,20683.39,2707.46,17975.93,12.13
TXN-000129,2024-01-22 08:00:00,Monitor,Electronics,Central,Retail,47,1769.91,7.06,CUST-0424,83185.77,5872.92,77312.85,34.55
TXN-000130,2024-01-22 12:00:00,Monitor,Electronics,East,Online,46,696.12,7.45,CUST-0254,32021.52,2385.6,29635.92,20.07
TXN-000131,2024-01-22 16:00:00,Monitor,Accessories,North,Retail,31,929.07,6.95,CUST-0188,28801.17,2001.68,26799.49,27.24
TXN-000132,2024-01-22 20:00:00,Keyboard,Electronics,North,Retail,16,834.89,19.29,CUST-0329,13358.24,2576.8,10781.44,25.44
TXN-000133,2024-01-23 00:00:00,Laptop,Accessories,West,Partner,32,36.37,16.3,CUST-0032,1163.84,189.71,974.13,25.4
TXN-000134,2024-01-23 04:00:00,Keyboard,Electronics,South,Partner,22,598.93,20.81,CUST-0271,13176.46,2742.02,10434.44,13.22
TXN-000135,2024-01-23 08:00:00,Headphones,Electronics,West,Partner,29,923.79,24.39,CUST-0485,26789.91,6534.06,20255.85,22.7
TXN-000136,2024-01-23 12:00:00,Keyboard,Accessories,East,Online,22,828.08,11.85,CUST-0397,18217.76,2158.8,16058.96,23.57
TXN-000137,2024-01-23 16:00:00,Laptop,Accessories,West,Wholesale,43,1446.64,1.67,CUST-0005,62205.52,1038.83,61166.69,32.01
TXN-000138,2024-01-23 20:00:00,Laptop,Electronics,North,Partner,3,775.76,1.2,CUST-0459,2327.28,27.93,2299.35,35.2
TXN-000139,2024-01-24 00:00:00,Headphones,Accessories,North,Partner,10,983.86,7.39,CUST-0330,9838.6,727.07,9111.53,26.35
TXN-000140,2024-01-24 04:00:00,Laptop,Electronics,Central,Online,42,864.92,23.31,CUST-0308,36326.64,8467.74,27858.9,12.6
TXN-000141,2024-01-24 08:00:00,Webcam,Accessories,Central,Partner,21,1483.85,13.08,CUST-0333,31160.85,4075.84,27085.01,17.11
TXN-000142,2024-01-24 12:00:00,Laptop,Peripherals,East,Online,16,1727.32,6.79,CUST-0169,27637.12,1876.56,25760.56,14.95
TXN-000143,2024-01-24 16:00:00,Monitor,Peripherals,South,Retail,12,1068.46,9.98,CUST-0181,12821.52,1279.59,11541.93,13.74
TXN-000144,2024-01-24 20:00:00,Webcam,Peripherals,West,Partner,2,1580.97,14.96,CUST-0366,3161.94,473.03,2688.91,20.98
TXN-000145,2024-01-25 00:00:00,Webcam,Peripherals,East,Partner,41,600.61,16.32,CUST-0178,24625.01,4018.8,20606.21,16.88
TXN-000146,2024-01-25 04:00:00,Headphones,Peripherals,Central,Retail,24,1087.33,3.85,CUST-0143,26095.92,1004.69,25091.23,16.55
TXN-000147,2024-01-25 08:00:00,Tablet,Electronics,West,Retail,35,697.01,24.43,CUST-0362,24395.35,5959.78,18435.57,11.64
TXN-000148,2024-01-25 12:00:00,Tablet,Peripherals,Central,Retail,30,834.26,13.62,CUST-0248,25027.8,3408.79,21619.01,10.53
TXN-000149,2024-01-25 16:00:00,Laptop,Peripherals,West,Partner,30,1467.5,3.39,CUST-0127,44025.0,1492.45,42532.55,13.08
TXN-000150,2024-01-25 20:00:00,Webcam,Peripherals,South,Wholesale,47,1764.51,22.34,CUST-0263,82931.97,18527.0,64404.97,15.17
TXN-000151,2024-01-26 00:00:00,Tablet,Peripherals,East,Wholesale,35,251.78,1.87,CUST-0040,8812.3,164.79,8647.51,22.93
TXN-000152,2024-01-26 04:00:00,Tablet,Accessories,West,Wholesale,19,1272.93,22.69,CUST-0412,24185.67,5487.73,18697.94,25.32
TXN-000153,2024-01-26 08:00:00,Laptop,Electronics,North,Partner,8,1168.47,24.91,CUST-0416,9347.76,2328.53,7019.23,14.22
TXN-000154,2024-01-26 12:00:00,Tablet,Peripherals,North,Retail,26,245.65,17.51,CUST-0355,6386.9,1118.35,5268.55,22.74
TXN-000155,2024-01-26 16:00:00,Keyboard,Peripherals,West,Partner,49,431.67,19.26,CUST-0255,21151.83,4073.84,17077.99,20.25
TXN-000156,2024-01-26 20:00:00,Phone,Peripherals,West,Retail,40,628.89,8.43,CUST-0143,25155.6,2120.62,23034.98,15.5
TXN-000157,2024-01-27 00:00:00,Headphones,Electronics,West,Partner,7,342.19,23.54,CUST-0240,2395.33,563.86,1831.47,10.21
TXN-000158,2024-01-27 04:00:00,Phone,Accessories,North,Partner,30,495.02,13.24,CUST-0228,14850.6,1966.22,12884.38,24.01
TXN-000159,2024-01-27 08:00:00,Laptop,Electronics,North,Retail,7,542.53,18.31,CUST-0341,3797.71,695.36,3102.35,30.57
TXN-000160,2024-01-27 12:00:00,Monitor,Accessories,West,Wholesale,3,677.99,23.1,CUST-0198,2033.97,469.85,1564.12,16.79
TXN-000161,2024-01-27 16:00:00,Headphones,Peripherals,Central,Retail,1,1501.29,24.38,CUST-0065,1501.29,366.01,1135.28,13.95
TXN-000162,2024-01-27 20:00:00,Laptop,Peripherals,Central,Online,36,1148.11,20.83,CUST-0388,41331.96,8609.45,32722.51,36.61
TXN-000163,2024-01-28 00:00:00,Webcam,Electronics,South,Online,25,1972.63,7.58,CUST-0011,49315.75,3738.13,45577.62,18.25
TXN-000164,2024-01-28 04:00:00,Monitor,Electronics,East,Retail,37,835.32,24.16,CUST-0108,30906.84,7467.09,23439.75,16.71
TXN-000165,2024-01-28 08:00:00,Phone,Accessories,Central,Partner,1,1510.19,15.7,CUST-0026,1510.19,237.1,1273.09,35.71
TXN-000166,2024-01-28 12:00:00,Laptop,Accessories,North,Online,15,1744.22,23.27,CUST-0445,26163.3,6088.2,20075.1,34.51
TXN-000167,2024-01-28 16:00:00,Webcam,Electronics,Central,Online,37,1361.17,16.9,CUST-0421,50363.29,8511.4,41851.89,23.45
TXN-000168,2024-01-28 20:00:00,Headphones,Accessories,South,Partner,13,829.61,7.68,CUST-0151,10784.93,828.28,9956.65,24.68
TXN-000169,2024-01-29 00:00:00,Headphones,Electronics,South,Partner,40,1509.65,9.25,CUST-0221,60386.0,5585.7,54800.3,16.53
TXN-000170,2024-01-29 04:00:00,Mouse,Accessories,East,Wholesale,8,415.3,13.76,CUST-0341,3322.4,457.16,2865.24,12.35
TXN-000171,2024-01-29 08:00:00,Webcam,Electronics,Central,Partner,5,661.83,19.75,CUST-0496,3309.15,653.56,2655.59,27.2
TXN-000172,2024-01-29 12:00:00,Keyboard,Electronics,North,Retail,9,1097.9,7.95,CUST-0237,9881.1,785.55,9095.55,12.95
TXN-000173,2024-01-29 16:00:00,Tablet,Electronics,North,Retail,1,1155.06,14.49,CUST-0237,1155.06,167.37,987.69,23.48
TXN-000174,2024-01-29 20:00:00,Monitor,Accessories,West,Wholesale,36,54.06,,CUST-0497,1946.16,168.15,1778.01,38.21
TXN-000175,2024-01-30 00:00:00,Webcam,Accessories,North,Online,35,1890.78,20.39,CUST-0219,66177.3,13493.55,52683.75,38.59
TXN-000176,2024-01-30 04:00:00,Mouse,Accessories,East,Online,2,1396.29,11.67,CUST-0487,2792.58,325.89,2466.69,17.18
TXN-000177,2024-01-30 08:00:00,Tablet,Electronics,East,Partner,40,996.45,1.92,CUST-0424,39858.0,765.27,39092.73,28.72
TXN-000178,2024-01-30 12:00:00,Tablet,Accessories,North,Retail,23,1866.92,4.15,CUST-0461,42939.16,1781.98,41157.18,24.22
TXN-000179,2024-01-30 16:00:00,Laptop,Accessories,North,Online,9,883.8,1.53,CUST-0151,7954.2,121.7,7832.5,36.27
TXN-000180,2024-01-30 20:00:00,Tablet,Electronics,West,Wholesale,34,1961.07,12.48,CUST-0123,66676.38,8321.21,58355.17,18.14
TXN-000181,2024-01-31 00:00:00,Keyboard,Peripherals,North,Wholesale,46,1029.45,2.66,CUST-0144,47354.7,1259.64,46095.06,10.11
TXN-000182,2024-01-31 04:00:00,Headphones,Electronics,West,Retail,14,237.43,2.85,CUST-0478,3324.02,94.73,3229.29,14.88
TXN-000183,2024-01-31 08:00:00,Mouse,Accessories,West,Wholesale,4,1531.95,23.53,CUST-0189,6127.8,1441.87,4685.93,20.49
TXN-000184,2024-01-31 12:00:00,Tablet,Electronics,North,Wholesale,30,1361.01,21.82,CUST-0255,40830.3,8909.17,31921.13,19.47
TXN-000185,2024-01-31 16:00:00,Laptop,Peripherals,South,Retail,31,1548.24,11.3,CUST-0068,47995.44,5423.48,42571.96,33.74
TXN-000186,2024-01-31 20:00:00,Keyboard,Electronics,South,Partner,38,1903.37,24.65,CUST-0104,72328.06,17828.87,54499.19,30.42
TXN-000187,2024-02-01 00:00:00,Phone,Accessories,West,Partner,11,1555.21,0.0,CUST-0336,17107.31,0.0,17107.31,18.99
TXN-000188,2024-02-01 04:00:00,Headphones,Peripherals,North,Wholesale,35,1226.56,15.35,CUST-0159,42929.6,6589.69,36339.91,23.73
TXN-000189,2024-02-01 08:00:00,Headphones,Accessories,South,Partner,8,1716.04,15.41,CUST-0309,13728.32,2115.53,11612.79,12.87
TXN-000190,2024-02-01 12:00:00,Mouse,Peripherals,North,Partner,3,1349.76,11.44,CUST-0362,4049.28,463.24,3586.04,36.94
